ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
119442-2159,Örnek,Altındağ,Ankara,1.990.000 TL,115,100,3 + 1,3,3 Katlı,3. Kat,31 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/ankara-altindag-ornek-satilik/daire/119442-2159
119442-2156,Sancaktepe,Keçiören,Ankara,8.450.000 TL,290,220,4 + 2,2,3 Katlı,3. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-kecioren-sancaktepe-satilik/daire/119442-2156
88824-845,Altınova,Ayvalık,Balıkesir,13.000.000 TL,235,210,5 + 1,3,3 Katlı,,20 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/balikesir-ayvalik-altinova-satilik/villa/88824-845
2499-12984,Akarca,Seferihisar,İzmir,15.900.000 TL,200,160,4 + 1,3,2 Katlı,,3 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/izmir-seferihisar-akarca-satilik/villa/2499-12984
53138-12872,Ege,Mamak,Ankara,8.800.000 TL,135,125,3 + 1,2,9 Katlı,2. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/ankara-mamak-ege-satilik/daire/53138-12872
151807-92,Cumhuriyet,Beylikdüzü,İstanbul,2.852.000 TL,125,110,2 + 1,1,12 Katlı,8. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",675 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/151807-92
151807-82,Barış,Beylikdüzü,İstanbul,3.725.000 TL,140,125,3 + 1,2,12 Katlı,7. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-baris-satilik/daire/151807-82
151807-89,Kavaklı,Beylikdüzü,İstanbul,3.285.000 TL,145,125,3 + 1,2,7 Katlı,2. Kat,3 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",500 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/151807-89
159884-110,Kazım Karabekir,Karabağlar,İzmir,5.000.000 TL,135,125,3 + 1,1,5 Katlı,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/izmir-karabaglar-kazim-karabekir-satilik/daire/159884-110
159524-401,Akşemsettin,Mamak,Ankara,7.800.000 TL,140,130,3 + 1,2,15 Katlı,13. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Belirtilmemiş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-mamak-aksemsettin-satilik/daire/159524-401
169829-14,Muradiye,Yunusemre,Manisa,2.500.000 TL,55,45,1 + 1,1,4 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/169829-14
160912-57,Davutlar,Kuşadası,Aydın,8.250.000 TL,130,100,2 + 1,2,2 Katlı,Villa Katı,4 Yaşında,Klima,Eşyalı,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",2.350 TL,https://www.hepsiemlak.com/aydin-kusadasi-davutlar-satilik/yazlik/160912-57
149942-39,Atatürk,Buca,İzmir,4.500.000 TL,127,120,3 + 1,2,11 Katlı,1. Kat,26 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",500 TL,https://www.hepsiemlak.com/izmir-buca-ataturk-satilik/daire/149942-39
5167-2001,Salacak,Üsküdar,İstanbul,11.900.000 TL,90,75,2 + 1,1,4 Katlı,2. Kat,22 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Batı",,https://www.hepsiemlak.com/istanbul-uskudar-salacak-satilik/daire/5167-2001
147787-11,Yeşilkent,Esenyurt,İstanbul,4.150.000 TL,140,120,2 + 1,1,17 Katlı,1. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı,Kiracılı,Yabancıdan,,,https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-satilik/daire/147787-11
147787-10,Kavaklı,Beylikdüzü,İstanbul,5.500.000 TL,60,45,1 + 1,1,12 Katlı,9. Kat,5 Yaşında,Merkezi (Pay Öl...,Eşyalı,Boş,Yabancıdan,,,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/147787-10
125745-1877,Yalı,Karasu,Sakarya,2.025.000 TL,65,60,1 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-karasu-yali-satilik/daire/125745-1877
44631-1072,İsmetpaşa,Foça,İzmir,8.500.000 TL,85,80,2 + 1,1,3 Katlı,3. Kat,30 Yaşında,Klima,Eşyalı Değil,Boş,Kat İrtifakı,Doğu,,https://www.hepsiemlak.com/izmir-foca-ismetpasa-satilik/daire/44631-1072
44631-1067,Atatürk,Foça,İzmir,17.500.000 TL,150,100,3 + 1,1,2 Katlı,,25 Yaşında,Klima,Eşyalı Değil,Boş,Müstakil Tapulu,"Kuzey, Güney, Batı",,https://www.hepsiemlak.com/izmir-foca-ataturk-satilik/mustakil-ev/44631-1067
122463-2460,Erenköy,Kadıköy,İstanbul,26.950.000 TL,225,175,4 + 1,1,10 Katlı,10. Kat,10 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/122463-2460
134691-68,Umurca,Bodrum,Muğla,14.750.000 TL,140,120,3 + 1,1,,Bahçe Katı,16 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,1.500 TL,https://www.hepsiemlak.com/mugla-bodrum-umurca-satilik/mustakil-ev/134691-68
122463-2531,Göztepe,Kadıköy,İstanbul,25.000.000 TL,160,120,3 + 1,2,6 Katlı,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/122463-2531
122463-2541,Göztepe,Kadıköy,İstanbul,22.950.000 TL,135,98,3 + 1,2,7 Katlı,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/122463-2541
135337-193,Karataş,Şahinbey,Gaziantep,4.699.000 TL,175,165,3 + 1,2,16 Katlı,5. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,,https://www.hepsiemlak.com/gaziantep-sahinbey-karatas-satilik/daire/135337-193
119442-1966,Yenidoğan,Merkez,Kütahya,4.349.000 TL,150,135,3 + 1,1,5 Katlı,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Doğu, Batı",100 TL,https://www.hepsiemlak.com/kutahya-merkez-yenidogan-satilik/daire/119442-1966
40842-8788,Soğucak,Kuşadası,Aydın,24.000.000 TL,400,300,4 + 1,4,3 Katlı,Bahçe Katı,6 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-sogucak-satilik/villa/40842-8788
40842-8798,Yavansu,Kuşadası,Aydın,26.000.000 TL,370,300,5 + 1,4,3 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-yavansu-satilik/villa/40842-8798
135253-928,Caddebostan,Kadıköy,İstanbul,44.950.000 TL,175,130,4 + 1,2,14 Katlı,12. Kat,5 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Dernekten/Vakıf...,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-satilik/daire/135253-928
170145-3,Turgut Özal,Esenyurt,İstanbul,3.650.000 TL,110,98,2 + 1,1,5 Katlı,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-esenyurt-turgut-ozal-satilik/daire/170145-3
66766-1322,Halife Sultan,Merkez,Isparta,5.300.000 TL,170,160,3 + 1,,5 Katlı,1. Kat,24 Yaşında,Merkezi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Batı",,https://www.hepsiemlak.com/isparta-merkez-halife-sultan-satilik/daire/66766-1322
66766-1274,Gülevler,Merkez,Isparta,3.675.000 TL,160,130,3 + 1,1,5 Katlı,2. Kat,28 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/isparta-merkez-gulevler-satilik/daire/66766-1274
164258-95,İkiçeşmelik,Kuşadası,Aydın,3.375.000 TL,58,52,1 + 1,1,5 Katlı,4. Kat,6 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,Batı,,https://www.hepsiemlak.com/aydin-kusadasi-ikicesmelik-satilik/daire/164258-95
62840-2572,Cumhuriyet,Süleymanpaşa,Tekirdağ,3.170.000 TL,54,45,1 + 1,,2 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,"Güney, Doğu",,https://www.hepsiemlak.com/tekirdag-suleymanpasa-cumhuriyet-satilik/daire/62840-2572
53749-278,Şirinevler,Bahçelievler,İstanbul,3.000.000 TL,85,75,2 + 1,1,5 Katlı,4. Kat,31 Yaşında,Kombi,,Kiracılı,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-bahcelievler-sirinevler-satilik/daire/53749-278
69330-157,Güneştepe,Güngören,İstanbul,3.750.000 TL,85,80,2 + 1,1,4 Katlı,Bahçe Katı,16 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-gunestepe-satilik/daire/69330-157
69330-158,Mareşal Çakmak,Güngören,İstanbul,3.500.000 TL,95,90,2 + 1,1,4 Katlı,4. Kat,31 Yaşında,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-maresal-cakmak-satilik/daire/69330-158
163191-174,Karakaya,Keçiören,Ankara,3.950.000 TL,200,180,4 + 1,2,3 Katlı,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/ankara-kecioren-karakaya-satilik/daire/163191-174
69330-154,Mareşal Çakmak,Güngören,İstanbul,2.500.000 TL,95,85,2 + 1,1,5 Katlı,5. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-maresal-cakmak-satilik/daire/69330-154
107507-305,Orta,Menderes,İzmir,15.500.000 TL,196,126,3 + 1,2,2 Katlı,,5 Yaşında,Klima,Eşyalı,Boş,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/izmir-menderes-orta-satilik/villa/107507-305
169047-4,Merkez,Güngören,İstanbul,7.150.000 TL,95,85,2 + 1,1,4 Katlı,3. Kat,2 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-merkez-satilik/daire/169047-4
169047-1,Güneştepe,Güngören,İstanbul,2.700.000 TL,70,60,2 + 1,1,4 Katlı,4. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Arsa,Güney,,https://www.hepsiemlak.com/istanbul-gungoren-gunestepe-satilik/daire/169047-1
124220-574,Güzelyalı,Konak,İzmir,4.650.000 TL,130,125,3 + 1,2,4 Katlı,3. Kat,40 Yaşında,Kombi,,,Kat Mülkiyeti,,,https://www.hepsiemlak.com/izmir-konak-guzelyali-satilik/daire/124220-574
3218-2154,İlkadım,Çankaya,Ankara,8.750.000 TL,95,85,2 + 1,1,15 Katlı,8. Kat,20 Yaşında,Merkezi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",2.000 TL,https://www.hepsiemlak.com/ankara-cankaya-ilkadim-satilik/daire/3218-2154
169100-10,Merkez,Bağcılar,İstanbul,2.200.000 TL,75,70,1 + 1,1,4 Katlı,Giriş Katı,26 Yaşında,Kombi,,Kiracılı,Arsa,,,https://www.hepsiemlak.com/istanbul-bagcilar-merkez-satilik/daire/169100-10
169100-6,Mareşal Çakmak,Güngören,İstanbul,2.440.000 TL,75,70,1 + 1,1,5 Katlı,Giriş Katı,31 Yaşında,Kombi,,Mülk Sahibi,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-gungoren-maresal-cakmak-satilik/daire/169100-6
169100-11,Güneştepe,Güngören,İstanbul,2.800.000 TL,85,80,2 + 1,1,5 Katlı,5. Kat,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,,,https://www.hepsiemlak.com/istanbul-gungoren-gunestepe-satilik/daire/169100-11
126649-30,Esenler,Pendik,İstanbul,3.580.000 TL,120,105,3 + 1,2,4 Katlı,3. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Arsa,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-pendik-esenler-satilik/daire/126649-30
114144-2900,Bahçelievler,Çankaya,Ankara,15.000.000 TL,160,135,3 + 1,3,4 Katlı,4. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/114144-2900
114144-2903,Bahçelievler,Çankaya,Ankara,14.000.000 TL,115,100,3 + 1,1,3 Katlı,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",1.500 TL,https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/114144-2903
114144-2853,Bahçelievler,Çankaya,Ankara,13.500.000 TL,95,87,2 + 1,1,3 Katlı,1. Kat,Sıfır Bina,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/114144-2853
114144-2849,Bahçelievler,Çankaya,Ankara,12.800.000 TL,115,100,3 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",1.500 TL,https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/114144-2849
3413-3584,Zümrütevler,Maltepe,İstanbul,13.900.000 TL,110,95,2 + 1,2,13 Katlı,4. Kat,5 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,1 TL,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-satilik/daire/3413-3584
152198-306,Yenidoğan,Odunpazarı,Eskişehir,4.600.000 TL,130,115,3 + 1,1,4 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Doğu, Batı",400 TL,https://www.hepsiemlak.com/eskisehir-odunpazari-yenidogan-satilik/daire/152198-306
152198-326,71 Evler,Odunpazarı,Eskişehir,4.000.000 TL,105,95,2 + 1,1,3 Katlı,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",400 TL,https://www.hepsiemlak.com/eskisehir-odunpazari-71-evler-satilik/daire/152198-326
40658-22670,Bağlarbaşı,Safranbolu,Karabük,8.000.000 TL,260,230,4 + 2,3,3 Katlı,3. Kat,3 Yaşında,Yerden Isıtma,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/karabuk-safranbolu-baglarbasi-satilik/daire/40658-22670
153790-372,Huzurevleri,Çukurova,Adana,4.990.000 TL,135,115,3 + 1,2,15 Katlı,12. Kat,9 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/adana-cukurova-huzurevleri-satilik/daire/153790-372
131789-191,Orta,Efeler,Aydın,2.000.000 TL,45,43,1 + 1,1,2 Katlı,2. Kat,10 Yaşında,Klima,Eşyalı,Kiracılı,Kat İrtifakı,Güney,350 TL,https://www.hepsiemlak.com/aydin-efeler-orta-satilik/daire/131789-191
2501-2052,Fenerbahçe,Kadıköy,İstanbul,43.000.000 TL,155,125,3 + 1,2,7 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-satilik/daire/2501-2052
14994-11886,Ertuğrulgazi,Sincan,Ankara,4.950.000 TL,115,99,2 + 1,1,3 Katlı,1. Kat,23 Yaşında,Merkezi,,Kiracılı,Kat Mülkiyeti,"Güney, Batı",2.500 TL,https://www.hepsiemlak.com/ankara-sincan-ertugrulgazi-satilik/daire/14994-11886
122460-1299,Başakşehir,Merkez,Karaman,1.595.000 TL,65,49,2 + 1,1,2 Katlı,Ara Kat,15 Yaşında,Kombi,,,Kat Mülkiyeti,,,https://www.hepsiemlak.com/karaman-merkez-basaksehir-satilik/daire/122460-1299
2533-2778,100. Yıl,Çankaya,Ankara,13.500.000 TL,130,120,3 + 1,1,4 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Batı",500 TL,https://www.hepsiemlak.com/ankara-cankaya-100-yil-satilik/daire/2533-2778
145771-487,Atayurt,Etimesgut,Ankara,4.065.000 TL,117,105,3 + 1,1,12 Katlı,9. Kat,11 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/ankara-etimesgut-atayurt-satilik/daire/145771-487
113999-267,Konutkent,Çankaya,Ankara,12.250.000 TL,140,130,3 + 1,1,2 Katlı,,30 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-cankaya-konutkent-satilik/villa/113999-267
34400-5345,Kuzguncuk,Üsküdar,İstanbul,1.250.000.000 TL,1900,1100,7 + 2,6,3 Katlı,,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-uskudar-kuzguncuk-satilik/villa/34400-5345
112101-2054,Davutlar,Kuşadası,Aydın,11.500.000 TL,130,125,3 + 1,2,2 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Tapu Yok,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/aydin-kusadasi-davutlar-satilik/villa/112101-2054
131861-637,Efeler,Didim,Aydın,3.700.000 TL,110,95,2 + 1,3,4 Katlı,1. Kat,13 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/aydin-didim-efeler-satilik/daire/131861-637
131861-659,Fevzipaşa,Didim,Aydın,5.500.000 TL,110,95,3 + 1,1,2 Katlı,Villa Katı,25 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/aydin-didim-fevzipasa-satilik/yazlik/131861-659
131861-655,Altınkum,Didim,Aydın,11.000.000 TL,200,180,5 + 1,3,3 Katlı,,16 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/aydin-didim-altinkum-satilik/villa/131861-655
29795-4965,Maden,Sarıyer,İstanbul,17.000.000 TL,220,200,3 + 1,2,4 Katlı,Villa Katı,9 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Doğu, Batı",2.000 TL,https://www.hepsiemlak.com/istanbul-sariyer-maden-satilik/daire/29795-4965
115942-437,Habibler,Kepez,Antalya,3.899.999 TL,80,70,2 + 1,1,6 Katlı,6. Kat,3 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/antalya-kepez-habibler-satilik/daire/115942-437
116390-158,Zeynep Kamil,Üsküdar,İstanbul,7.100.000 TL,90,80,2 + 1,1,5 Katlı,2. Kat,35 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Kuzey, Güney",,https://www.hepsiemlak.com/istanbul-uskudar-zeynep-kamil-satilik/daire/116390-158
166705-83,Zafer,Bahçelievler,İstanbul,7.590.000 TL,102,90,2 + 1,1,5 Katlı,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,1.000 TL,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-satilik/daire/166705-83
14072-13764,Metin Akkuş,Çankaya,Ankara,3.550.000 TL,105,95,2 + 1,1,3 Katlı,Yüksek Giriş,26 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Batı",,https://www.hepsiemlak.com/ankara-cankaya-metin-akkus-satilik/daire/14072-13764
115942-394,Sütçüler,Kepez,Antalya,5.100.000 TL,85,75,2 + 1,1,3 Katlı,2. Kat,Sıfır Bina,Klima,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/antalya-kepez-sutculer-satilik/daire/115942-394
124703-375,Sarısalkım,Şahinbey,Gaziantep,25.000.000 TL,400,220,4 + 1,3,2 Katlı,Bahçe Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/gaziantep-sahinbey-sarisalkim-satilik/villa/124703-375
124703-612,Pancarlı,Şehitkamil,Gaziantep,13.500.000 TL,210,180,3 + 1,2,6 Katlı,5. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/gaziantep-sehitkamil-pancarli-satilik/daire/124703-612
124703-591,Osmangazi,Şehitkamil,Gaziantep,9.850.000 TL,200,170,3 + 1,2,11 Katlı,3. Kat,4 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/gaziantep-sehitkamil-osmangazi-satilik/daire/124703-591
124703-636,Osmangazi,Şehitkamil,Gaziantep,14.500.000 TL,360,320,4 + 1,3,11 Katlı,9. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/gaziantep-sehitkamil-osmangazi-satilik/daire/124703-636
159734-97,Ayvalı,Keçiören,Ankara,6.100.000 TL,165,160,4 + 1,2,3 Katlı,Giriş Katı,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/ankara-kecioren-ayvali-satilik/daire/159734-97
154574-70,Bahçeşehir 2. Kısım,Başakşehir,İstanbul,10.900.000 TL,200,145,3 + 1,2,4 Katlı,2. Kat,20 Yaşında,Kombi,Eşyalı,Boş,Kat Mülkiyeti,Güney,1.600 TL,https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-satilik/daire/154574-70
32411-4239,Pınarbaşı,Sincan,Ankara,4.399.000 TL,135,120,3 + 1,1,2 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/ankara-sincan-pinarbasi-satilik/daire/32411-4239
162101-75,Zübeyde Hanım,Sultangazi,İstanbul,3.990.000 TL,95,90,2 + 1,1,5 Katlı,2. Kat,26 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-sultangazi-zubeyde-hanim-satilik/daire/162101-75
4367-6079,Evrenseki,Manavgat,Antalya,11.600.000 TL,165,150,3 + 1,1,1 Katlı,,15 Yaşında,Klima,Eşyalı,Boş,Kat Mülkiyeti,"Kuzey, Doğu, Batı",3.000 TL,https://www.hepsiemlak.com/antalya-manavgat-evrenseki-satilik/villa/4367-6079
4367-6248,Güvenevler,Çankaya,Ankara,17.250.000 TL,145,135,3 + 1,2,4 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",500 TL,https://www.hepsiemlak.com/ankara-cankaya-guvenevler-satilik/daire/4367-6248
170385-15,Güzelkent,Etimesgut,Ankara,6.290.000 TL,130,120,3 + 1,1,5 Katlı,Ara Kat,20 Yaşında,Kombi,,,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/ankara-etimesgut-guzelkent-satilik/daire/170385-15
162101-67,Yunus Emre,Sultangazi,İstanbul,4.250.000 TL,110,95,2 + 1,1,5 Katlı,4. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,Güney,,https://www.hepsiemlak.com/istanbul-sultangazi-yunus-emre-satilik/daire/162101-67
15474-2014,Mareşal Çakmak,Sincan,Ankara,2.350.000 TL,130,120,3 + 1,1,4 Katlı,Yarı Bodrum,26 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",200 TL,https://www.hepsiemlak.com/ankara-sincan-maresal-cakmak-satilik/daire/15474-2014
92647-4788,Bağlıca,Etimesgut,Ankara,24.990.000 TL,250,200,4 + 1,3,2 Katlı,,Sıfır Bina,Yerden Isıtma,,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-etimesgut-baglica-satilik/villa/92647-4788
15474-2012,Mareşal Çakmak,Sincan,Ankara,3.250.000 TL,120,115,3 + 1,1,4 Katlı,Yüksek Giriş,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Doğu, Batı",300 TL,https://www.hepsiemlak.com/ankara-sincan-maresal-cakmak-satilik/daire/15474-2012
92647-4789,Bağlıca,Etimesgut,Ankara,19.450.000 TL,270,210,4 + 1,3,3 Katlı,,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-etimesgut-baglica-satilik/villa/92647-4789
92647-4770,Bağlıca,Etimesgut,Ankara,9.199.000 TL,130,110,2 + 1,2,6 Katlı,6. Kat,5 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-etimesgut-baglica-satilik/daire/92647-4770
